REGION,ISO,COUNTRY,INDICATOR,MEASURE,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Western Europe,DNK,Denmark,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","56,410","56,787","57,342","60,605","61,782","62,448","63,203","67,999","69,530","74,702","76,789","81,657","86,164","86,704","94,815","99,141","101,846","105,270","109,596","116,577","118,938","122,109","128,552","133,220","131,978","131,107","138,874","141,472","144,621","150,217","149,491","148,495","153,967","157,964","164,545","171,133","179,526","179,982","179,958","181,119","183,791","186,352","189,999","190,019","200,152","206,212","212,192","219,111","223,972","230,574","239,214","241,183","242,307","243,253","249,743","255,579","265,579","267,994","266,622","253,540","258,284","261,737","262,329","264,778","269,066","273,388","278,758","284,642","288,211"
Western Europe,DNK,Denmark,Employment,Persons employed (in thousands of persons),"1,970","1,993","1,974","2,018","2,035","2,029","2,018","2,023","2,029","2,069","2,108","2,138","2,171","2,198","2,243","2,284","2,323","2,322","2,340","2,382","2,411","2,410","2,457","2,485","2,468","2,444","2,486","2,480","2,501","2,530","2,515","2,476","2,487","2,489","2,525","2,583","2,647","2,667","2,654","2,645","2,634","2,609","2,587","2,545","2,596","2,612","2,638","2,674","2,712","2,735","2,755","2,782","2,784","2,759","2,744","2,783","2,846","2,912","2,947","2,854","2,788","2,787","2,767","2,766","2,794","2,829","2,877","2,923","2,957"
Western Europe,DNK,Denmark,Average Hours Worked,Annual hours worked per worker,"2,049","2,035","2,021","2,006","1,992","1,978","1,964","1,950","1,937","1,923","1,909","1,921","1,933","1,945","1,958","1,970","1,982","1,954","1,909","1,870","1,845","1,810","1,752","1,710","1,691","1,617","1,624","1,599","1,575","1,564","1,578","1,546","1,553","1,546","1,541","1,528","1,531","1,493","1,471","1,455","1,441","1,437","1,453","1,449","1,407","1,419","1,412","1,428","1,441","1,456","1,466","1,469","1,463","1,458","1,458","1,451","1,456","1,433","1,430","1,417","1,422","1,437","1,423","1,426","1,414","1,412","1,409","1,400","1,399"
Western Europe,DNK,Denmark,Total Hours,Total annual hours worked (in millions of hours worked),"4,037","4,055","3,989","4,048","4,055","4,014","3,964","3,944","3,930","3,978","4,024","4,108","4,197","4,276","4,391","4,499","4,604","4,537","4,467","4,453","4,449","4,362","4,304","4,249","4,174","3,951","4,036","3,965","3,940","3,956","3,968","3,829","3,862","3,847","3,890","3,946","4,052","3,981","3,904","3,849","3,794","3,749","3,758","3,688","3,651","3,707","3,726","3,819","3,909","3,983","4,039","4,087","4,072","4,022","4,001","4,039","4,143","4,173","4,214","4,045","3,965","4,004","3,938","3,944","3,951","3,995","4,054","4,093","4,137"
Western Europe,DNK,Denmark,Population,Midyear population (in thousands of persons),"4,271","4,304","4,334","4,369","4,406","4,439","4,466","4,488","4,515","4,547","4,581","4,610","4,647","4,684","4,720","4,758","4,798","4,839","4,867","4,891","4,929","4,963","4,992","5,022","5,045","5,060","5,073","5,088","5,104","5,117","5,123","5,122","5,118","5,114","5,112","5,114","5,121","5,127","5,130","5,133","5,141","5,154","5,171","5,189","5,206","5,233","5,263","5,285","5,304","5,322","5,340","5,359","5,376","5,391","5,405","5,419","5,437","5,461","5,494","5,523","5,548","5,571","5,592","5,615","5,643","5,683","5,728","5,773","5,818"
Western Europe,DNK,Denmark,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"28,635","28,495","29,047","30,034","30,353","30,771","31,314","33,621","34,264","36,109","36,436","38,188","39,686","39,450","42,272","43,407","43,842","45,336","46,836","48,941","49,331","50,668","52,321","53,610","53,476","53,644","55,863","57,045","57,825","59,374","59,440","59,974","61,909","63,465","65,166","66,254","67,822","67,485","67,806","68,476","69,776","71,427","73,444","74,664","77,100","78,948","80,437","81,941","82,585","84,305","86,829","86,694","87,036","88,167","91,014","91,836","93,317","92,031","90,472","88,837","92,641","93,913","94,806","95,726","96,301","96,638","96,892","97,380","97,455"
Western Europe,DNK,Denmark,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),14,14,14,15,15,16,16,17,18,19,19,20,21,20,22,22,22,23,25,26,27,28,30,31,32,33,34,36,37,38,38,39,40,41,42,43,44,45,46,47,48,50,51,52,55,56,57,57,57,58,59,59,60,60,62,63,64,64,63,63,65,65,67,67,68,68,69,70,70
Western Europe,DNK,Denmark,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"13,208","13,195","13,231","13,871","14,022","14,068","14,151","15,152","15,399","16,430","16,763","17,714","18,542","18,512","20,087","20,836","21,229","21,755","22,517","23,837","24,131","24,603","25,754","26,528","26,159","25,911","27,377","27,803","28,334","29,358","29,180","28,994","30,085","30,887","32,190","33,466","35,060","35,105","35,083","35,288","35,750","36,155","36,740","36,622","38,445","39,403","40,317","41,459","42,225","43,326","44,800","45,007","45,073","45,125","46,210","47,160","48,844","49,070","48,533","45,905","46,557","46,985","46,915","47,156","47,677","48,102","48,666","49,302","49,540"
Western Europe,DNK,Denmark,GDP growth,"Growth of GDP, percent change",,1,1,6,2,1,1,8,2,7,3,6,6,1,9,5,3,3,4,6,2,3,5,4,-1,-1,6,2,2,4,0,-1,4,3,4,4,5,0,0,1,1,1,2,0,5,3,3,3,2,3,4,1,0,0,3,2,4,1,-1,-5,2,1,0,1,2,2,2,2,1
Western Europe,DNK,Denmark,Employment growth,"Growth of employment, percent change",,1,-1,2,1,0,-1,0,0,2,2,1,2,1,2,2,2,0,1,2,1,0,2,1,-1,-1,2,0,1,1,-1,-2,0,0,1,2,2,1,0,0,0,-1,-1,-2,2,1,1,1,1,1,1,1,0,-1,-1,1,2,2,1,-3,-2,0,-1,0,1,1,2,2,1
Western Europe,DNK,Denmark,Total Hours growth,"Growth of total hours worked, percent change",,0,-2,1,0,-1,-1,-1,0,1,1,2,2,2,3,2,2,-1,-2,0,0,-2,-1,-1,-2,-5,2,-2,-1,0,0,-4,1,0,1,1,3,-2,-2,-1,-1,-1,0,-2,-1,2,1,3,2,2,1,1,0,-1,-1,1,3,1,1,-4,-2,1,-2,0,0,1,1,1,1
Western Europe,DNK,Denmark,Population growth,"Growth of population, percent change",,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1
Western Europe,DNK,Denmark,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,0,2,3,1,1,2,7,2,5,1,5,4,-1,7,3,1,3,3,4,1,3,3,2,0,0,4,2,1,3,0,1,3,3,3,2,2,0,0,1,2,2,3,2,3,2,2,2,1,2,3,0,0,1,3,1,2,-1,-2,-2,4,1,1,1,1,0,0,1,0
Western Europe,DNK,Denmark,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,0,3,4,2,2,2,8,3,6,2,4,3,-1,6,2,0,5,6,7,2,5,7,5,1,5,4,4,3,3,-1,3,3,3,3,3,2,2,2,2,3,3,2,2,6,1,2,1,0,1,2,0,1,2,3,1,1,0,-1,-1,4,0,2,1,1,0,0,1,0
Western Europe,DNK,Denmark,Per Capita Income growth,"Growth of GDP per capita, percent change",,0,0,5,1,0,1,7,2,7,2,6,5,0,9,4,2,2,3,6,1,2,5,3,-1,-1,6,2,2,4,-1,-1,4,3,4,4,5,0,0,1,1,1,2,0,5,2,2,3,2,3,3,0,0,0,2,2,4,0,-1,-5,1,1,0,1,1,1,1,1,0
Western Europe,FIN,Finland,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","31,442","34,116","35,259","35,506","38,615","40,583","41,809","43,775","44,011","46,626","50,891","54,769","56,476","58,337","61,285","64,544","66,095","67,490","69,043","75,693","81,346","83,046","89,384","95,379","98,269","99,401","98,979","99,222","101,298","108,346","114,125","115,603","119,172","122,891","126,841","131,327","134,907","139,709","146,988","154,466","155,510","146,312","141,448","140,409","145,940","152,080","157,644","167,500","176,593","184,441","194,834","199,862","203,220","207,272","215,410","221,398","230,376","242,321","244,067","223,885","230,585","236,513","233,139","231,372","229,911","230,221","235,137","242,170","247,179"
Western Europe,FIN,Finland,Employment,Persons employed (in thousands of persons),"2,029","2,047","2,065","2,083","2,102","2,120","2,139","2,174","2,208","2,135","2,197","2,239","2,230","2,238","2,237","2,263","2,268","2,226","2,197","2,230","2,278","2,262","2,283","2,326","2,334","2,323","2,302","2,260","2,239","2,288","2,355","2,384","2,411","2,420","2,435","2,439","2,431","2,445","2,469","2,493","2,481","2,341","2,176","2,046","2,018","2,054","2,083","2,155","2,195","2,249","2,298","2,332","2,357","2,360","2,374","2,411","2,455","2,507","2,563","2,501","2,484","2,516","2,538","2,520","2,508","2,504","2,510","2,522","2,539"
Western Europe,FIN,Finland,Average Hours Worked,Annual hours worked per worker,"2,053","2,054","2,054","2,055","2,055","2,056","2,057","2,057","2,058","2,059","2,059","2,058","2,051","2,047","2,073","2,073","2,048","2,031","2,015","1,996","1,980","1,945","1,929","1,913","1,907","1,899","1,896","1,888","1,893","1,869","1,849","1,855","1,840","1,823","1,814","1,813","1,793","1,798","1,806","1,802","1,769","1,747","1,753","1,755","1,775","1,776","1,775","1,765","1,754","1,757","1,742","1,723","1,714","1,705","1,707","1,697","1,693","1,691","1,685","1,661","1,668","1,662","1,650","1,640","1,636","1,637","1,635","1,659","1,659"
Western Europe,FIN,Finland,Total Hours,Total annual hours worked (in millions of hours worked),"4,166","4,204","4,243","4,281","4,320","4,360","4,399","4,473","4,545","4,395","4,524","4,608","4,573","4,582","4,638","4,692","4,645","4,521","4,427","4,452","4,510","4,401","4,405","4,450","4,451","4,412","4,365","4,267","4,239","4,277","4,354","4,422","4,437","4,411","4,416","4,422","4,358","4,396","4,460","4,492","4,388","4,090","3,814","3,592","3,581","3,647","3,697","3,802","3,850","3,953","4,004","4,016","4,039","4,025","4,053","4,091","4,155","4,240","4,317","4,153","4,142","4,182","4,188","4,131","4,103","4,100","4,104","4,185","4,212"
Western Europe,FIN,Finland,Population,Midyear population (in thousands of persons),"4,009","4,047","4,091","4,139","4,187","4,235","4,282","4,324","4,360","4,395","4,430","4,461","4,491","4,523","4,549","4,564","4,581","4,606","4,626","4,624","4,606","4,612","4,640","4,666","4,691","4,711","4,726","4,739","4,753","4,765","4,780","4,800","4,827","4,856","4,882","4,902","4,917","4,932","4,947","4,962","4,986","5,014","5,042","5,066","5,088","5,108","5,125","5,140","5,153","5,165","5,176","5,188","5,201","5,213","5,228","5,246","5,266","5,289","5,313","5,339","5,363","5,388","5,414","5,439","5,462","5,480","5,495","5,514","5,533"
Western Europe,FIN,Finland,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"15,494","16,665","17,073","17,042","18,372","19,140","19,546","20,133","19,928","21,840","23,163","24,463","25,330","26,064","27,393","28,517","29,146","30,319","31,427","33,940","35,717","36,709","39,151","41,007","42,109","42,788","42,999","43,902","45,243","47,354","48,469","48,487","49,428","50,782","52,095","53,851","55,497","57,150","59,526","61,967","62,693","62,505","65,004","68,623","72,330","74,055","75,681","77,744","80,467","81,999","84,773","85,719","86,223","87,820","90,752","91,844","93,855","96,662","95,238","89,518","92,835","94,022","91,874","91,829","91,689","91,938","93,665","96,021","97,367"
Western Europe,FIN,Finland,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),8,8,8,8,9,9,10,10,10,11,11,12,12,13,13,14,14,15,16,17,18,19,20,21,22,23,23,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,39,41,42,43,44,46,47,49,50,50,51,53,54,55,57,57,54,56,57,56,56,56,56,57,58,59
Western Europe,FIN,Finland,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"7,843","8,429","8,620","8,578","9,223","9,583","9,765","10,124","10,095","10,610","11,489","12,277","12,574","12,897","13,474","14,143","14,428","14,654","14,923","16,370","17,660","18,006","19,265","20,441","20,950","21,098","20,945","20,938","21,315","22,739","23,878","24,084","24,689","25,308","25,983","26,792","27,435","28,329","29,715","31,127","31,187","29,182","28,054","27,713","28,681","29,774","30,762","32,589","34,267","35,706","37,640","38,524","39,076","39,761","41,202","42,202","43,746","45,818","45,934","41,935","42,993","43,894","43,063","42,540","42,096","42,015","42,789","43,922","44,670"
Western Europe,FIN,Finland,GDP growth,"Growth of GDP, percent change",,9,3,1,9,5,3,5,1,6,9,8,3,3,5,5,2,2,2,10,7,2,8,7,3,1,0,0,2,7,5,1,3,3,3,4,3,4,5,5,1,-6,-3,-1,4,4,4,6,5,4,6,3,2,2,4,3,4,5,1,-8,3,3,-1,-1,-1,0,2,3,2
Western Europe,FIN,Finland,Employment growth,"Growth of employment, percent change",,1,1,1,1,1,1,2,2,-3,3,2,0,0,0,1,0,-2,-1,2,2,-1,1,2,0,0,-1,-2,-1,2,3,1,1,0,1,0,0,1,1,1,0,-6,-7,-6,-1,2,1,3,2,2,2,1,1,0,1,2,2,2,2,-2,-1,1,1,-1,0,0,0,0,1
Western Europe,FIN,Finland,Total Hours growth,"Growth of total hours worked, percent change",,1,1,1,1,1,1,2,2,-3,3,2,-1,0,1,1,-1,-3,-2,1,1,-2,0,1,0,-1,-1,-2,-1,1,2,2,0,-1,0,0,-1,1,1,1,-2,-7,-7,-6,0,2,1,3,1,3,1,0,1,0,1,1,2,2,2,-4,0,1,0,-1,-1,0,0,2,1
Western Europe,FIN,Finland,Population growth,"Growth of population, percent change",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Europe,FIN,Finland,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,8,2,0,8,4,2,3,-1,10,6,6,4,3,5,4,2,4,4,8,5,3,7,5,3,2,0,2,3,5,2,0,2,3,3,3,3,3,4,4,1,0,4,6,5,2,2,3,4,2,3,1,1,2,3,1,2,3,-1,-6,4,1,-2,0,0,0,2,3,1
Western Europe,FIN,Finland,Output per Hour Worked growth,"Growth of Labor Productivity per hour worked, percent change",,8,2,0,8,4,2,3,-1,10,6,6,4,3,4,4,3,5,4,9,6,5,8,6,3,2,1,3,3,6,3,0,3,4,3,3,4,3,4,4,3,1,4,5,4,2,2,3,4,2,4,2,1,2,3,2,2,3,-1,-5,3,2,-2,1,0,0,2,1,1
Western Europe,FIN,Finland,Per Capita Income growth,"Growth of GDP per capita, percent change",,7,2,0,8,4,2,4,0,5,8,7,2,3,4,5,2,2,2,10,8,2,7,6,2,1,-1,0,2,7,5,1,3,3,3,3,2,3,5,5,0,-6,-4,-1,3,4,3,6,5,4,5,2,1,2,4,2,4,5,0,-9,3,2,-2,-1,-1,0,2,3,2
Western Europe,FRA,France,GDP EKS,"Total GDP, in millions of 2017 US$ (converted to 2017 price level with updated 2011 PPPs)","392,012","416,160","427,206","439,537","460,858","487,318","511,980","542,807","556,422","572,348","612,680","646,718","689,712","725,542","773,912","811,532","852,735","892,147","931,560","996,121","1,053,207","1,104,173","1,153,266","1,216,020","1,251,662","1,242,939","1,296,563","1,341,312","1,394,680","1,444,318","1,467,257","1,483,070","1,520,273","1,539,372","1,562,840","1,588,208","1,625,551","1,667,447","1,746,383","1,822,407","1,875,512","1,895,001","1,925,314","1,913,519","1,958,398","1,999,233","2,026,982","2,074,359","2,148,128","2,221,317","2,307,396","2,352,493","2,378,805","2,398,300","2,465,127","2,504,759","2,564,245","2,624,800","2,629,926","2,552,571","2,602,746","2,656,863","2,661,717","2,677,055","2,702,422","2,731,270","2,763,707","2,818,349","2,878,901"
Western Europe,FRA,France,Employment,Persons employed (in thousands of persons),"19,524","19,658","19,748","19,681","19,721","19,878","20,134","20,287","20,236","20,129","20,164","20,156","20,132","20,273","20,486","20,549","20,710","20,770","20,720","21,032","21,315","21,415","21,547","21,846","22,048","21,885","22,070","22,270","22,407","22,560","22,665","22,644","22,703","22,680","22,566","22,520","22,630","22,833","23,056","23,458","23,671","23,730","23,585","23,345","23,468","23,706","23,844","24,032","24,456","25,051","25,683","26,042","26,162","26,161","26,193","26,374","26,664","27,039","27,166","26,859","26,888","27,099","27,185","27,252","27,373","27,434","27,612","27,901","28,170"
Western Europe,FRA,France,Average Hours Worked,Annual hours worked per worker,"2,193","2,215","2,198","2,179","2,194","2,179","2,130","2,107","2,096","2,100","2,112","2,092","2,107","2,094","2,104","2,093","2,087","2,056","2,034","1,964","1,948","1,948","1,898","1,884","1,855","1,830","1,857","1,820","1,790","1,787","1,779","1,760","1,688","1,671","1,665","1,630","1,627","1,639","1,648","1,634","1,629","1,623","1,622","1,614","1,612","1,591","1,587","1,586","1,576","1,569","1,550","1,530","1,497","1,502","1,526","1,527","1,511","1,530","1,538","1,521","1,528","1,535","1,529","1,514","1,509","1,509","1,503","1,514","1,514"
Western Europe,FRA,France,Total Hours,Total annual hours worked (in millions of hours worked),"42,822","43,533","43,402","42,885","43,262","43,314","42,895","42,748","42,424","42,273","42,579","42,166","42,428","42,446","43,097","43,008","43,224","42,699","42,150","41,316","41,527","41,712","40,898","41,168","40,894","40,053","40,980","40,529","40,103","40,315","40,318","39,845","38,321","37,892","37,571","36,717","36,813","37,423","38,001","38,323","38,562","38,505","38,245","37,681","37,822","37,709","37,843","38,103","38,536","39,316","39,808","39,856","39,173","39,296","39,970","40,283","40,279","41,370","41,775","40,860","41,084","41,586","41,563","41,256","41,306","41,409","41,493","42,246","42,653"
Western Europe,FRA,France,Population,Midyear population (in thousands of persons),"42,518","42,862","43,184","43,495","43,822","44,218","44,657","45,152","45,654","46,129","46,584","47,128","48,089","48,799","49,357","49,802","50,254","50,650","51,034","51,470","51,918","52,432","52,894","53,333","53,690","53,955","54,159","54,378","54,602","54,836","55,110","55,399","55,697","55,929","56,246","56,490","56,725","56,989","57,255","57,821","58,168","58,514","58,801","59,050","59,265","59,474","59,680","59,887","60,103","60,408","60,819","61,259","61,702","62,136","62,591","63,060","63,497","63,886","64,239","64,565","64,880","65,189","65,500","65,833","66,261","66,656","66,923","67,216","67,507"
Western Europe,FRA,France,Output per Employed Person,Labor productivity per person employed in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"20,078","21,170","21,633","22,333","23,369","24,515","25,429","26,756","27,497","28,434","30,385","32,086","34,260","35,789","37,778","39,493","41,175","42,954","44,959","47,362","49,412","51,561","53,523","55,663","56,770","56,794","58,748","60,230","62,243","64,021","64,737","65,495","66,964","67,874","69,256","70,524","71,832","73,028","75,745","77,688","79,232","79,857","81,633","81,967","83,450","84,334","85,010","86,317","87,836","88,672","89,841","90,335","90,926","91,675","94,114","94,971","96,169","97,075","96,809","95,036","96,800","98,043","97,911","98,233","98,726","99,558","100,091","101,012","102,198"
Western Europe,FRA,France,Output per Hour Worked,Labor productivity per hour worked in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),9,10,10,10,11,11,12,13,13,14,14,15,16,17,18,19,20,21,22,24,25,26,28,30,31,31,32,33,35,36,36,37,40,41,42,43,44,45,46,48,49,49,50,51,52,53,54,54,56,56,58,59,61,61,62,62,64,63,63,62,63,64,64,65,65,66,67,67,67
Western Europe,FRA,France,Per Capita Income,GDP per capita in 2017 US$ (converted to 2017 price level with updated 2011 PPPs),"9,220","9,709","9,893","10,105","10,517","11,021","11,465","12,022","12,188","12,408","13,152","13,723","14,342","14,868","15,680","16,295","16,969","17,614","18,254","19,353","20,286","21,059","21,803","22,801","23,313","23,037","23,940","24,666","25,543","26,339","26,624","26,771","27,295","27,524","27,786","28,115","28,657","29,259","30,502","31,518","32,243","32,385","32,743","32,405","33,045","33,615","33,964","34,638","35,741","36,772","37,939","38,402","38,553","38,597","39,385","39,720","40,384","41,086","40,940","39,535","40,117","40,756","40,637","40,664","40,784","40,976","41,297","41,929","42,646"
Western Europe,FRA,France,GDP growth,"Growth of GDP, percent change",,6,3,3,5,6,5,6,3,3,7,6,7,5,7,5,5,5,4,7,6,5,4,5,3,-1,4,3,4,4,2,1,3,1,2,2,2,3,5,4,3,1,2,-1,2,2,1,2,4,3,4,2,1,1,3,2,2,2,0,-3,2,2,0,1,1,1,1,2,2
Western Europe,FRA,France,Employment growth,"Growth of employment, percent change",,1,0,0,0,1,1,1,0,-1,0,0,0,1,1,0,1,0,0,2,1,0,1,1,1,-1,1,1,1,1,0,0,0,0,-1,0,0,1,1,2,1,0,-1,-1,1,1,1,1,2,2,3,1,0,0,0,1,1,1,0,-1,0,1,0,0,0,0,1,1,1
Western Europe,FRA,France,Total Hours growth,"Growth of total hours worked, percent change",,2,0,-1,1,0,-1,0,-1,0,1,-1,1,0,2,0,1,-1,-1,-2,1,0,-2,1,-1,-2,2,-1,-1,1,0,-1,-4,-1,-1,-2,0,2,2,1,1,0,-1,-1,0,0,0,1,1,2,1,0,-2,0,2,1,0,3,1,-2,1,1,0,-1,0,0,0,2,1
Western Europe,FRA,France,Population growth,"Growth of population, percent change",,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
Western Europe,FRA,France,Output per Employed Person growth,"Growth of Labor Productivity per person employed, percent change",,5,2,3,5,5,4,5,3,3,7,6,7,4,6,5,4,4,5,5,4,4,4,4,2,0,3,3,3,3,1,1,2,1,2,2,2,2,4,3,2,1,2,0,2,1,1,2,2,1,1,1,1,1,3,1,1,1,0,-2,2,1,0,0,1,1,1,1,1
